ticket,customer_id,complaint_category,complaint_date,severity
TICKET006325,CUST064129,KYC Verification Delay,2024-09-08,5
TICKET006326,CUST068005,Mobile App Issues,2024-07-25,5
TICKET006327,CUST016205,Card Not Working,2024-10-21,5
TICKET006328,CUST032294,Delayed Refund,2024-09-22,9
TICKET006329,CUST091199,Card Not Working,2025-02-18,4
TICKET006330,CUST005590,Card Not Working,2025-01-05,4
TICKET006331,CUST029605,Account Locked,2024-07-16,9
TICKET006332,CUST019087,Unauthorized Transaction,2024-05-27,10
TICKET006333,CUST059591,Loan Application Rejected,2024-08-18,3
TICKET006334,CUST016438,Card Not Working,2024-11-03,4
TICKET006335,CUST082556,Poor Customer Service,2025-02-10,1
TICKET006336,CUST006103,Mobile App Issues,2024-08-15,0
TICKET006337,CUST086751,Poor Customer Service,2024-08-17,8
TICKET006338,CUST015756,Incorrect Charges,2024-08-10,9
TICKET006339,CUST080448,Incorrect Charges,2024-12-28,0
TICKET006340,CUST014344,Mobile App Issues,2024-07-20,6
TICKET006341,CUST038555,ATM Withdrawal Failed,2024-07-22,1
TICKET006342,CUST006240,Loan Application Rejected,2024-11-29,3
TICKET006343,CUST038214,Mobile App Issues,2024-05-16,6
TICKET006344,CUST005192,Delayed Refund,2025-04-07,1
TICKET006345,CUST030818,Poor Customer Service,2025-03-28,1
TICKET006346,CUST092054,Delayed Refund,2024-06-09,3
TICKET006347,CUST054046,Account Locked,2024-11-16,10
TICKET006348,CUST093686,Mobile App Issues,2025-02-13,8
TICKET006349,CUST046438,Poor Customer Service,2024-10-30,6
TICKET006350,CUST041290,ATM Withdrawal Failed,2024-10-06,0
TICKET006351,CUST084011,KYC Verification Delay,2024-06-28,3
TICKET006352,CUST029426,Loan Application Rejected,2025-04-19,5
TICKET006353,CUST088809,Delayed Refund,2024-08-10,4
TICKET006354,CUST055965,Account Locked,2024-12-04,8
TICKET006355,CUST026792,Incorrect Charges,2024-11-28,1
TICKET006356,CUST082373,Account Locked,2024-12-14,7
TICKET006357,CUST011182,Card Not Working,2025-04-10,1
TICKET006358,CUST022472,Poor Customer Service,2025-04-23,7
TICKET006359,CUST006372,Account Locked,2024-10-22,3
TICKET006360,CUST038699,Incorrect Charges,2024-10-04,1
TICKET006361,CUST026695,Loan Application Rejected,2024-11-14,0
TICKET006362,CUST035087,Loan Application Rejected,2024-12-23,4
TICKET006363,CUST013366,Card Not Working,2024-06-17,2
TICKET006364,CUST054178,Account Locked,2024-12-29,2
TICKET006365,CUST090296,Mobile App Issues,2025-03-02,9
TICKET006366,CUST093015,KYC Verification Delay,2025-01-07,4
TICKET006367,CUST094448,Mobile App Issues,2025-01-14,0
TICKET006368,CUST057259,Card Not Working,2024-11-14,7
TICKET006369,CUST071388,Unauthorized Transaction,2025-02-21,7
TICKET006370,CUST031930,Unauthorized Transaction,2025-01-28,6
TICKET006371,CUST005456,KYC Verification Delay,2024-10-24,6
TICKET006372,CUST098022,Mobile App Issues,2025-04-24,5
TICKET006373,CUST088753,Delayed Refund,2025-02-08,6
TICKET006374,CUST056045,Card Not Working,2025-03-15,8
TICKET006375,CUST036990,Incorrect Charges,2024-11-28,10
TICKET006376,CUST033658,Unauthorized Transaction,2025-02-14,4
TICKET006377,CUST042621,Delayed Refund,2024-09-08,8
TICKET006378,CUST043678,Loan Application Rejected,2025-04-08,1
TICKET006379,CUST048024,Incorrect Charges,2025-02-09,0
TICKET006380,CUST088195,Unauthorized Transaction,2024-07-08,2
TICKET006381,CUST080113,ATM Withdrawal Failed,2024-07-15,9
TICKET006382,CUST036663,Mobile App Issues,2024-05-14,10
TICKET006383,CUST033392,Incorrect Charges,2024-12-12,6
TICKET006384,CUST057941,Unauthorized Transaction,2024-06-27,5
TICKET006385,CUST021888,KYC Verification Delay,2025-02-14,5
TICKET006386,CUST025486,ATM Withdrawal Failed,2025-01-11,4
TICKET006387,CUST055184,Mobile App Issues,2025-03-21,8
TICKET006388,CUST078745,Mobile App Issues,2024-05-22,1
TICKET006389,CUST006154,Card Not Working,2024-07-29,2
TICKET006390,CUST065791,ATM Withdrawal Failed,2025-04-22,9
TICKET006391,CUST031943,Unauthorized Transaction,2024-08-18,1
TICKET006392,CUST052316,ATM Withdrawal Failed,2024-08-16,4
TICKET006393,CUST024133,KYC Verification Delay,2024-11-28,5
TICKET006394,CUST083009,Incorrect Charges,2024-06-04,10
TICKET006395,CUST010302,KYC Verification Delay,2025-05-06,5
TICKET006396,CUST076567,Poor Customer Service,2025-01-02,4
TICKET006397,CUST075354,Mobile App Issues,2025-04-04,9
TICKET006398,CUST021091,Mobile App Issues,2024-06-23,4
TICKET006399,CUST016722,KYC Verification Delay,2024-10-11,3
TICKET006400,CUST032118,Card Not Working,2024-06-10,5
TICKET006401,CUST040371,Account Locked,2024-06-21,1
TICKET006402,CUST094831,KYC Verification Delay,2024-10-24,10
TICKET006403,CUST057509,Unauthorized Transaction,2024-12-23,8
TICKET006404,CUST045971,Delayed Refund,2024-08-05,5
TICKET006405,CUST074611,Card Not Working,2024-08-13,0
TICKET006406,CUST048276,Incorrect Charges,2024-09-16,8
TICKET006407,CUST006956,Delayed Refund,2025-03-28,5
TICKET006408,CUST095318,Poor Customer Service,2024-10-11,3
TICKET006409,CUST031008,Account Locked,2024-10-16,6
TICKET006410,CUST064137,Poor Customer Service,2024-08-27,6
TICKET006411,CUST091239,Delayed Refund,2024-11-03,6
TICKET006412,CUST072205,KYC Verification Delay,2025-02-22,0
TICKET006413,CUST041191,Delayed Refund,2024-09-20,8
TICKET006414,CUST033664,Unauthorized Transaction,2024-10-29,2
TICKET006415,CUST084392,Poor Customer Service,2024-07-17,3
TICKET006416,CUST007891,Card Not Working,2024-09-21,0
TICKET006417,CUST020046,Delayed Refund,2024-08-19,1
TICKET006418,CUST058680,Mobile App Issues,2025-04-05,5
TICKET006419,CUST082275,Loan Application Rejected,2025-01-04,3
TICKET006420,CUST044213,Incorrect Charges,2025-04-07,7
TICKET006421,CUST068512,Delayed Refund,2024-07-04,6
TICKET006422,CUST044039,Unauthorized Transaction,2024-07-09,10
TICKET006423,CUST088032,Delayed Refund,2024-12-31,9
TICKET006424,CUST041311,Incorrect Charges,2024-11-11,6
TICKET006425,CUST046013,Unauthorized Transaction,2025-01-01,1
TICKET006426,CUST030926,Loan Application Rejected,2025-03-25,1
TICKET006427,CUST029215,Incorrect Charges,2025-04-14,1
TICKET006428,CUST052077,Unauthorized Transaction,2024-09-15,5
TICKET006429,CUST014481,Account Locked,2025-02-19,5
TICKET006430,CUST018738,Loan Application Rejected,2025-01-10,6
TICKET006431,CUST004835,Mobile App Issues,2025-02-19,4
TICKET006432,CUST018836,Mobile App Issues,2024-10-30,6
TICKET006433,CUST025998,Loan Application Rejected,2024-07-30,8
TICKET006434,CUST040310,Loan Application Rejected,2024-10-19,7
TICKET006435,CUST064070,Incorrect Charges,2024-05-24,6
TICKET006436,CUST059820,Unauthorized Transaction,2024-11-04,4
TICKET006437,CUST029295,Delayed Refund,2024-10-25,1
TICKET006438,CUST039616,Loan Application Rejected,2024-10-22,4
TICKET006439,CUST061115,Unauthorized Transaction,2025-01-30,0
TICKET006440,CUST009135,Loan Application Rejected,2024-09-25,4
TICKET006441,CUST034149,Delayed Refund,2024-06-13,4
TICKET006442,CUST007109,Unauthorized Transaction,2024-06-28,9
TICKET006443,CUST074489,Incorrect Charges,2024-09-25,1
TICKET006444,CUST015506,Account Locked,2025-03-05,4
TICKET006445,CUST038408,Loan Application Rejected,2024-12-12,5
TICKET006446,CUST043853,ATM Withdrawal Failed,2024-06-05,8
TICKET006447,CUST062508,ATM Withdrawal Failed,2025-04-12,0
TICKET006448,CUST056856,Loan Application Rejected,2025-02-28,2
TICKET006449,CUST060058,Poor Customer Service,2024-07-24,10
TICKET006450,CUST091017,Loan Application Rejected,2024-11-19,4
TICKET006451,CUST059798,Mobile App Issues,2025-04-06,6
TICKET006452,CUST013213,Poor Customer Service,2024-06-29,6
TICKET006453,CUST070071,ATM Withdrawal Failed,2025-01-31,9
TICKET006454,CUST003219,ATM Withdrawal Failed,2025-04-29,7
TICKET006455,CUST051555,ATM Withdrawal Failed,2025-05-05,9
TICKET006456,CUST099291,ATM Withdrawal Failed,2025-03-27,6
TICKET006457,CUST091453,Unauthorized Transaction,2024-12-30,5
TICKET006458,CUST081159,Poor Customer Service,2024-06-22,9
TICKET006459,CUST034457,Loan Application Rejected,2024-11-29,3
TICKET006460,CUST007749,Mobile App Issues,2024-10-16,9
TICKET006461,CUST038836,Account Locked,2024-07-18,6
TICKET006462,CUST055558,Incorrect Charges,2025-05-03,4
TICKET006463,CUST078171,Account Locked,2024-08-04,7
TICKET006464,CUST049466,KYC Verification Delay,2024-07-14,9
TICKET006465,CUST089585,Poor Customer Service,2025-01-21,7
TICKET006466,CUST098284,KYC Verification Delay,2024-12-06,7
TICKET006467,CUST020939,KYC Verification Delay,2024-09-26,9
TICKET006468,CUST025212,Card Not Working,2025-03-02,2
TICKET006469,CUST001915,Card Not Working,2024-08-05,0
TICKET006470,CUST013932,KYC Verification Delay,2024-06-18,6
TICKET006471,CUST046763,Account Locked,2024-12-20,3
TICKET006472,CUST035344,Mobile App Issues,2025-03-24,2
TICKET006473,CUST053878,Poor Customer Service,2024-10-18,8
TICKET006474,CUST012843,Card Not Working,2024-09-08,5
TICKET006475,CUST032858,Mobile App Issues,2025-02-22,6
TICKET006476,CUST082939,Card Not Working,2024-07-05,5
TICKET006477,CUST084805,Delayed Refund,2024-05-23,2
TICKET006478,CUST059165,Unauthorized Transaction,2024-06-21,7
TICKET006479,CUST098608,Delayed Refund,2024-12-03,4
TICKET006480,CUST091204,Mobile App Issues,2024-08-02,10
TICKET006481,CUST009486,Incorrect Charges,2024-10-12,1
TICKET006482,CUST003200,Mobile App Issues,2025-02-07,3
TICKET006483,CUST061683,Loan Application Rejected,2024-05-29,4
TICKET006484,CUST006099,Unauthorized Transaction,2024-12-17,10
TICKET006485,CUST028684,Loan Application Rejected,2025-01-22,7
TICKET006486,CUST084635,Mobile App Issues,2024-07-31,8
TICKET006487,CUST036190,Incorrect Charges,2024-07-08,2
TICKET006488,CUST085260,ATM Withdrawal Failed,2024-07-20,9
TICKET006489,CUST045952,KYC Verification Delay,2024-10-26,0
TICKET006490,CUST018037,Incorrect Charges,2025-04-14,9
TICKET006491,CUST040316,KYC Verification Delay,2025-03-15,0
TICKET006492,CUST033981,Delayed Refund,2024-12-12,7
TICKET006493,CUST000869,Incorrect Charges,2024-09-28,3
TICKET006494,CUST054499,Delayed Refund,2025-01-28,7
TICKET006495,CUST074758,Loan Application Rejected,2025-03-11,6
TICKET006496,CUST049415,Account Locked,2025-04-24,1
TICKET006497,CUST049790,Mobile App Issues,2024-10-22,5
TICKET006498,CUST086510,Card Not Working,2025-02-24,7
TICKET006499,CUST031257,Account Locked,2025-04-19,0
TICKET006500,CUST048802,Account Locked,2024-07-30,6
TICKET006501,CUST070337,KYC Verification Delay,2024-05-25,9
TICKET006502,CUST025910,Incorrect Charges,2025-03-08,1
TICKET006503,CUST091983,ATM Withdrawal Failed,2024-11-16,1
TICKET006504,CUST066122,KYC Verification Delay,2024-09-11,3
TICKET006505,CUST000412,Loan Application Rejected,2024-08-22,10
TICKET006506,CUST044766,Mobile App Issues,2024-09-16,6
TICKET006507,CUST038401,Account Locked,2025-03-29,1
TICKET006508,CUST021450,Poor Customer Service,2024-07-08,2
TICKET006509,CUST015209,Incorrect Charges,2025-04-18,6
TICKET006510,CUST077960,ATM Withdrawal Failed,2024-07-24,9
TICKET006511,CUST072308,Mobile App Issues,2024-12-03,3
TICKET006512,CUST045069,Poor Customer Service,2024-07-21,0
TICKET006513,CUST024589,Poor Customer Service,2024-07-09,3
TICKET006514,CUST041497,Delayed Refund,2025-02-24,6
TICKET006515,CUST010073,Loan Application Rejected,2024-05-26,2
TICKET006516,CUST070566,Delayed Refund,2024-12-07,0
TICKET006517,CUST079367,KYC Verification Delay,2024-12-10,2
TICKET006518,CUST065870,ATM Withdrawal Failed,2024-07-03,8
TICKET006519,CUST052892,ATM Withdrawal Failed,2025-02-16,6
TICKET006520,CUST011871,Incorrect Charges,2024-10-22,1
TICKET006521,CUST069845,Delayed Refund,2024-11-13,9
TICKET006522,CUST046034,KYC Verification Delay,2024-07-17,1
TICKET006523,CUST030223,KYC Verification Delay,2024-08-01,3
TICKET006524,CUST008732,ATM Withdrawal Failed,2024-12-06,9
TICKET006525,CUST056541,Mobile App Issues,2025-04-06,8
TICKET006526,CUST054005,Delayed Refund,2024-12-09,3
TICKET006527,CUST013132,Unauthorized Transaction,2025-03-07,0
TICKET006528,CUST063570,Delayed Refund,2025-05-06,1
TICKET006529,CUST008962,Loan Application Rejected,2024-05-31,2
TICKET006530,CUST074991,Account Locked,2024-07-08,5
TICKET006531,CUST097273,KYC Verification Delay,2024-09-15,6
TICKET006532,CUST074037,KYC Verification Delay,2024-11-10,8
TICKET006533,CUST088409,KYC Verification Delay,2025-01-24,2
TICKET006534,CUST090753,Loan Application Rejected,2025-03-02,5
TICKET006535,CUST090167,Loan Application Rejected,2025-03-12,3
TICKET006536,CUST049511,Mobile App Issues,2024-05-23,0
TICKET006537,CUST006660,Loan Application Rejected,2024-07-14,2
TICKET006538,CUST026347,KYC Verification Delay,2024-10-29,6
TICKET006539,CUST036354,KYC Verification Delay,2024-12-13,7
TICKET006540,CUST040632,Card Not Working,2025-02-15,6
TICKET006541,CUST032596,Delayed Refund,2024-05-18,7
TICKET006542,CUST040057,Loan Application Rejected,2024-10-21,0
TICKET006543,CUST073141,Loan Application Rejected,2024-10-26,10
TICKET006544,CUST015445,Mobile App Issues,2025-02-21,10
TICKET006545,CUST024679,Account Locked,2024-08-06,2
TICKET006546,CUST029133,Mobile App Issues,2025-01-15,10
TICKET006547,CUST098280,Account Locked,2024-12-22,1
TICKET006548,CUST092992,Delayed Refund,2024-09-17,10
TICKET006549,CUST094088,Mobile App Issues,2024-12-14,1
TICKET006550,CUST045831,Loan Application Rejected,2025-01-23,3
TICKET006551,CUST078080,Delayed Refund,2025-04-05,7
TICKET006552,CUST007654,KYC Verification Delay,2025-01-19,9
TICKET006553,CUST043919,Mobile App Issues,2024-05-19,3
TICKET006554,CUST008203,Card Not Working,2024-11-01,3
TICKET006555,CUST084696,ATM Withdrawal Failed,2024-11-17,7
TICKET006556,CUST081792,Poor Customer Service,2024-09-27,9
TICKET006557,CUST029211,Loan Application Rejected,2025-03-01,4
TICKET006558,CUST096973,Delayed Refund,2025-04-18,5
TICKET006559,CUST072647,Mobile App Issues,2024-11-12,9
TICKET006560,CUST098129,Card Not Working,2024-08-22,5
TICKET006561,CUST066915,Incorrect Charges,2025-02-27,10
TICKET006562,CUST092557,Delayed Refund,2024-07-29,8
TICKET006563,CUST076819,KYC Verification Delay,2024-07-25,1
TICKET006564,CUST095309,Card Not Working,2024-08-11,9
TICKET006565,CUST065147,Account Locked,2024-11-24,0
TICKET006566,CUST058436,KYC Verification Delay,2024-08-31,2
TICKET006567,CUST099596,Card Not Working,2024-10-04,2
TICKET006568,CUST016349,Unauthorized Transaction,2024-07-27,6
TICKET006569,CUST073109,Card Not Working,2025-04-21,0
TICKET006570,CUST073700,Account Locked,2025-05-02,9
TICKET006571,CUST095332,KYC Verification Delay,2024-06-10,5
TICKET006572,CUST049555,Mobile App Issues,2025-02-10,5
TICKET006573,CUST092994,Incorrect Charges,2025-05-05,3
TICKET006574,CUST078798,Delayed Refund,2025-02-26,9
TICKET006575,CUST005761,Card Not Working,2025-01-20,0
TICKET006576,CUST002035,Delayed Refund,2024-08-01,6
TICKET006577,CUST019270,Card Not Working,2025-02-17,8
TICKET006578,CUST006953,Incorrect Charges,2025-04-18,10
TICKET006579,CUST010641,Mobile App Issues,2025-01-28,3
TICKET006580,CUST043078,Incorrect Charges,2024-12-02,7
TICKET006581,CUST020056,Incorrect Charges,2024-07-03,0
TICKET006582,CUST086223,Incorrect Charges,2024-05-12,8
TICKET006583,CUST006980,KYC Verification Delay,2025-04-15,4
TICKET006584,CUST005326,ATM Withdrawal Failed,2024-07-23,8
TICKET006585,CUST053312,Incorrect Charges,2025-03-15,1
TICKET006586,CUST007118,Loan Application Rejected,2025-03-10,9
TICKET006587,CUST064724,Delayed Refund,2025-02-11,3
TICKET006588,CUST051538,Mobile App Issues,2024-07-27,9
TICKET006589,CUST050807,Loan Application Rejected,2024-10-07,2
TICKET006590,CUST029425,ATM Withdrawal Failed,2024-10-29,0
TICKET006591,CUST059691,Unauthorized Transaction,2024-08-26,7
TICKET006592,CUST094210,Delayed Refund,2025-02-15,4
TICKET006593,CUST047480,Poor Customer Service,2024-08-03,0
TICKET006594,CUST073302,Unauthorized Transaction,2024-05-21,3
TICKET006595,CUST091429,Card Not Working,2024-12-15,3
TICKET006596,CUST066000,Incorrect Charges,2025-02-22,5
TICKET006597,CUST065263,Unauthorized Transaction,2025-04-13,10
TICKET006598,CUST081626,Incorrect Charges,2025-03-20,10
TICKET006599,CUST066864,Poor Customer Service,2024-12-07,6
TICKET006600,CUST098354,Delayed Refund,2024-12-23,0
TICKET006601,CUST028709,Loan Application Rejected,2025-01-24,2
TICKET006602,CUST026054,Account Locked,2024-07-23,5
TICKET006603,CUST066464,ATM Withdrawal Failed,2024-10-26,3
TICKET006604,CUST068152,Incorrect Charges,2024-08-07,2
TICKET006605,CUST022642,Account Locked,2024-12-09,8
TICKET006606,CUST090834,Loan Application Rejected,2024-06-26,9
TICKET006607,CUST094568,Delayed Refund,2024-09-20,0
TICKET006608,CUST077944,Mobile App Issues,2024-05-22,9
TICKET006609,CUST015656,KYC Verification Delay,2024-12-31,7
TICKET006610,CUST022020,Loan Application Rejected,2025-02-04,4
TICKET006611,CUST069542,Loan Application Rejected,2024-05-24,8
TICKET006612,CUST016725,Incorrect Charges,2025-03-19,8
TICKET006613,CUST082735,Account Locked,2024-11-21,8
TICKET006614,CUST088176,Account Locked,2024-10-10,9
TICKET006615,CUST098776,Card Not Working,2024-06-11,1
TICKET006616,CUST078917,Card Not Working,2024-11-17,7
TICKET006617,CUST041625,Incorrect Charges,2024-11-21,6
TICKET006618,CUST037696,Mobile App Issues,2024-09-09,5
TICKET006619,CUST043797,Incorrect Charges,2025-03-16,10
TICKET006620,CUST099103,Poor Customer Service,2024-07-23,9
TICKET006621,CUST043393,ATM Withdrawal Failed,2024-10-16,7
TICKET006622,CUST003208,KYC Verification Delay,2024-07-26,1
TICKET006623,CUST024337,Poor Customer Service,2025-05-03,1
TICKET006624,CUST034073,Account Locked,2024-09-13,3
TICKET006625,CUST069916,KYC Verification Delay,2024-12-06,4
TICKET006626,CUST048868,KYC Verification Delay,2025-01-17,3
TICKET006627,CUST001294,Card Not Working,2025-04-10,6
TICKET006628,CUST096705,Poor Customer Service,2024-08-10,9
TICKET006629,CUST008659,Mobile App Issues,2025-01-12,4
TICKET006630,CUST051068,Loan Application Rejected,2025-02-03,6
TICKET006631,CUST058133,Card Not Working,2024-12-20,10
TICKET006632,CUST065715,Poor Customer Service,2024-12-28,0
TICKET006633,CUST037579,Incorrect Charges,2025-03-25,6
TICKET006634,CUST022468,Loan Application Rejected,2024-07-09,5
TICKET006635,CUST016534,Poor Customer Service,2024-10-24,1
TICKET006636,CUST070216,Unauthorized Transaction,2024-09-28,4
TICKET006637,CUST092621,Card Not Working,2025-03-23,3
TICKET006638,CUST016239,Delayed Refund,2024-06-02,4
TICKET006639,CUST054694,ATM Withdrawal Failed,2024-09-06,6
TICKET006640,CUST002446,Unauthorized Transaction,2024-12-17,5
TICKET006641,CUST094133,ATM Withdrawal Failed,2025-03-26,3
TICKET006642,CUST080394,Account Locked,2024-09-14,0
TICKET006643,CUST080308,Card Not Working,2024-09-19,8
TICKET006644,CUST009573,Unauthorized Transaction,2024-08-13,9
TICKET006645,CUST069022,Card Not Working,2024-10-21,3
TICKET006646,CUST006484,Card Not Working,2024-09-23,8
TICKET006647,CUST001447,Delayed Refund,2024-09-29,6
TICKET006648,CUST061965,Account Locked,2024-12-11,8
TICKET006649,CUST029039,Loan Application Rejected,2024-06-17,8
TICKET006650,CUST001641,Loan Application Rejected,2025-02-16,10
TICKET006651,CUST035473,Account Locked,2024-06-03,8
TICKET006652,CUST003589,Card Not Working,2025-03-27,6
TICKET006653,CUST078850,Unauthorized Transaction,2024-11-20,3
TICKET006654,CUST009897,Loan Application Rejected,2024-05-28,7
TICKET006655,CUST087001,Card Not Working,2025-02-18,3
TICKET006656,CUST026825,Account Locked,2024-11-06,9
TICKET006657,CUST016075,Incorrect Charges,2025-03-09,9
TICKET006658,CUST039720,Incorrect Charges,2024-07-20,4
TICKET006659,CUST054148,Account Locked,2024-06-05,4
TICKET006660,CUST073822,Delayed Refund,2024-06-28,2
TICKET006661,CUST033678,Mobile App Issues,2025-01-08,8
TICKET006662,CUST088714,Card Not Working,2024-09-07,9
TICKET006663,CUST046618,ATM Withdrawal Failed,2024-06-13,2
TICKET006664,CUST077676,Card Not Working,2024-08-14,6
TICKET006665,CUST064684,KYC Verification Delay,2024-06-19,7
TICKET006666,CUST098018,Delayed Refund,2024-09-22,4
